,Weight,Engine power,Emission class,Engine capacity,Condition,VIN,Full service history,Price,Power,CARNAME,Previous owners,ID,Battery type,Battery warranty (km),Interior color,Mileage,Make,Hybrid type,El. motor power,Model,Electric range,Battery capacity,First registration,Doors,Valid MOT until,Country of origin,Energy efficiency,CO2 emissions,Type of finish,Currency,Tags,AC charging time,Interior material,DC charging time,Secondary drive,Consumption,Body,Warranty until,Body color,Seats,Transmission,Fuel,Range extender,Battery capacity1,Drive type
656,1055,,Euro 6,999 ccm,,not published by the seller,,13299,51 kW,fiat panda,,61022270,,,Other interior color,10 km,Fiat,,,Panda,,,5/2023,4/5 doors,,,,89 g/km,,EUR,,,Other interior material,,,3.9 l/100km (combined); 3.9 l/100km (city); 3.9 l/100km ,Hatchback,,Grey,4,Manual,Petrol,,,4x2
657,,,Euro 6,2 956 ccm,,not published by the seller,,47049,336 kW,ford explorer,1,61022274,,,Black interior,103 590 km,Ford,,,Explorer,,,1/2020,4/5 doors,11/2024,,,66 g/km,Metallic,EUR,Heated rear seats; Parking assist system self-steering; LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Android auto; Panoramic roof; Voice control,,Full leather interior,,,2.9 l/100km (combined),SUV / offroad,,Black,7,Automatic,Hybrid,,,4x4
658,,,Euro 6,2 967 ccm,,not published by the seller,,45699,150 kW,volkswagen amarok,1,61022258,,,Black interior,46 100 km,Volkswagen,,,Amarok,,,4/2018,4/5 doors,,,,203 g/km,,EUR,Bluetooth; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; On-board computer; Start-stop system; USB; AUX,,Cloth interior,,,7.8 l/100km (combined); 8.3 l/100km (city); 7.1 l/100km ,Pick-up,,Black,5,Automatic,Diesel,,,4x4
659,1575,,Euro 6d-TEMP,1 499 ccm,Used,not published by the seller,,51899,100 kW,bmw x1,,61022279,,,Other interior color,13 910 km,BMW,,,X1,,,4/2023,4/5 doors,,,,122 g/km,,EUR,Air suspension; LED headlights; Harman/Kardon audio; Navigation system; Bluetooth; Rain sensor; Light sensor; Side mirrors with electic adjustment; Alloy wheels,,Other interior material,,,5.1 l/100km (combined),SUV / offroad,,Silver,5,Automatic,Petrol,,,4x2
660,,,,1 498 ccm,New,not published by the seller,,32749,110 kW,cupra leon,,61022262,,,,5 km,Cupra,,,Leon,,,1/2023,4/5 doors,,,,125 g/km,,EUR,,,,,,5.5 l/100km (combined),Station Wagon,,White,,Manual,Petrol,,,4x2
661,,,Euro 6,2 925 ccm,,not published by the seller,Yes,73649,200 kW,mercedes-benz gle-350,,61022267,,,,32 570 km,Mercedes-Benz,,,GLE 350,,,8/2020,4/5 doors,,,,0 g/km,,EUR,Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Adaptive cruise control; Burmester audio; Heated front seats; Keyless ignition; Panoramic roof; Navigation system,,Full leather interior,,,,SUV / offroad,,Grey,,Automatic,Diesel,,,4x4
662,,,Euro 6,999 ccm,Used,not published by the seller,,16949,67 kW,renault captur,1,61022265,,,Grey interior,43 500 km,Renault,,,Captur,,,10/2021,4/5 doors,,,,121 g/km,,EUR,Keyless ignition; Bluetooth; Automatic A/C; Automatic lights; Rain sensor; Multifunctional steering wheel; Electrically heated side mirrors; Front electric windows; Alloy wheels,,Cloth interior,,,5.9 l/100km (combined),SUV / offroad,12/2024,Black,5,Manual,Petrol,,,4x2
663,,,Euro 6d-TEMP,2 993 ccm,,not published by the seller,,38749,195 kW,bmw 530,,61022268,,,Black interior,86 367 km,BMW,,,530,,,3/2019,4/5 doors,,,,156 g/km,,EUR,Air suspension; Parking assist system self-steering; LED headlights; Digital cockpit; Smart key; Electric adjustable front seats; Heated front seats; WLAN/Wifi hotspot; Integrated music streaming; Panoramic roof,,Alcantara interior,,,5.9 l/100km (combined); 7.1 l/100km (city); 5.3 l/100km ,Station Wagon,,White,5,Automatic,Diesel,,,4x4
664,,,Euro 6,999 ccm,New,not published by the seller,,19799,51 kW,fiat 500c,,61022272,,,Other interior color,5 km,Fiat,,,500C,,,8/2023,2/3 doors,,,,88 g/km,Metallic,EUR,Digital cockpit; Apple CarPlay; Android auto; Voice control; Navigation system; Bluetooth; Automatic A/C; Hill-start assist; Sport package; Multifunctional steering wheel,,Cloth interior,,,4.8 l/100km (combined); 4.1 l/100km (city); 4.1 l/100km ,Cabriolet,,Blue,4,Manual,Petrol,,,4x2
665,2005,,Euro 6d,4 395 ccm,Used,not published by the seller,,90699,390 kW,bmw 850,,61022259,,,Black interior,45 000 km,BMW,,,850,,,8/2020,2/3 doors,,Austria,,0 g/km,Metallic,EUR,Laser headlights; Ventilated front seats; Autonomous driving; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Heated front seats,,Full leather interior,,,,Coupe,,Blue,4,Automatic,Petrol,,,4x4
666,,,,,New,not published by the seller,,64349,170 kW,cupra born,,61022260,,,,5 km,Cupra,,,Born,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Navigation system,,,,,,Hatchback,,Blue,5,Automatic,Electric,,,4x2
667,,,Euro 6d-TEMP,1 968 ccm,,not published by the seller,,24549,140 kW,audi a4,1,61022256,,,Black interior,84 936 km,Audi,,,A4,,,8/2019,4/5 doors,,,,115 g/km,Metallic,EUR,LED headlights; Keyless entry; Heated front seats; Keyless ignition; Voice control; Navigation system; El. tailgate; Sport front seats; Bluetooth; Sport-suspension system,,Alcantara interior,,,4.4 l/100km (combined),Station Wagon,,Grey,5,Automatic,Diesel,,,4x2
668,,,Euro 6,1 199 ccm,Used,not published by the seller,,31499,96 kW,peugeot 308,1,61022266,,,Black interior,2 284 km,Peugeot,,,308,,,4/2023,4/5 doors,,,,130 g/km,,EUR,Rear parking camera,,,,,5.4 l/100km (combined),Hatchback,12/2024,Grey,5,Automatic,Petrol,,,4x2
669,1538,,No emission class,1 598 ccm,Used,not published by the seller,,26799,110 kW,hyundai tucson,,61022264,,,Other interior color,37 391 km,Hyundai,,,Tucson,,,6/2022,4/5 doors,,Spain,,139 g/km,,EUR,Bluetooth,,Other interior material,,,6.1 l/100km (combined),SUV / offroad,,Blue,5,Manual,Petrol,,,4x2
670,1711,,Euro 6,1 968 ccm,,not published by the seller,,46749,147 kW,seat tarraco,,61022252,,,Black interior,15 km,Seat,,,Tarraco,,,8/2023,4/5 doors,,,,147 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming,,Cloth interior,,,5.6 l/100km (combined),SUV / offroad,,Black,5,Automatic,Diesel,,,4x4
671,,,,2 967 ccm,Used,WAUZZZ4M4KD020923,,57799,170 kW,audi q7,,61022240,,,,121 000 km,Audi,,,Q7,,,1/2018,4/5 doors,,,,181 g/km,,EUR,LED headlights; Digital cockpit; Front seats with memory; Electric adjustable front seats; Bose audio; Navigation system; Traffic sign recognition; Bluetooth; Sport-suspension system; Leather,,Full leather interior,,,6.8 l/100km (combined),SUV / offroad,,Blue,7,Automatic,Diesel,,,4x4
672,,,Euro 6,999 ccm,,not published by the seller,,20049,81 kW,volkswagen polo,,61022248,,,Black interior,39 000 km,Volkswagen,,,Polo,,,6/2021,4/5 doors,05/2025,,,108 g/km,Metallic,EUR,LED headlights; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; Voice control; Navigation system; Sport front seats; Traffic sign recognition; Bluetooth,,Cloth interior,,,4.7 l/100km (combined); 5.8 l/100km (city); 4.1 l/100km ,Hatchback,,White,5,Manual,Petrol,,,4x2
673,1142,,Euro 6d-TEMP,999 ccm,Used,not published by the seller,,19949,85 kW,seat leon,,61022250,,,Other interior color,37 244 km,Seat,,,Leon,,,10/2019,4/5 doors,,,,107 g/km,Metallic,EUR,Keyless entry; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Traffic sign recognition; Bluetooth; Sport-suspension system; Induction charging for smartphones,,Cloth interior,,,4.7 l/100km (combined); 4.7 l/100km (city); 4.7 l/100km ,Station Wagon,,Black,5,Manual,Petrol,,,4x2
674,,,,1 332 ccm,Used,VF1RFE00262618595,,18949,103 kW,renault kadjar,,61022244,,,,75 527 km,Renault,,,Kadjar,,,1/2019,4/5 doors,,,,135 g/km,,EUR,Keyless entry; Keyless ignition; Bluetooth; Automatic A/C; Automatic lights; Rain sensor; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights,,,,,5.9 l/100km (combined),SUV / offroad,,Red,5,Manual,Petrol,,,4x2
675,,,Euro 6,,Demonstration car,not published by the seller,,17849,33 kW,dacia spring,1,61022243,Lithium-ion (Li-ion),120000 km,Other interior color,5 km,Dacia,,33 kW,Spring,,27 kWh,7/2023,4/5 doors,07/2026,,,0 g/km,Metallic,EUR,Leather; Light sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Front electric windows,8 h,Full leather interior,,,12 kWh/100km (combined),SUV / offroad,,Blue,5,Automatic,Electric,No,,4x2
676,,72 kW,No emission class,1 798 ccm,Used,not published by the seller,,26149,90 kW,toyota corolla,,61022253,Lithium-ion (Li-ion),100000 km,Other interior color,23 596 km,Toyota,Full hybrid,53 kW,Corolla,,3 Ah,5/2022,4/5 doors,,Spain,,89 g/km,,EUR,Apple CarPlay; Android auto; Bluetooth; USB; AUX,,Other interior material,,,3.6 l/100km (combined); 4.5 l/100km (city); 4.5 l/100km ,Sedans / saloons,,Grey,,Automatic,Hybrid,No,,4x2
677,,,Euro 5,1 395 ccm,,not published by the seller,,17849,90 kW,audi a3,2,61022247,,,Black interior,68 333 km,Audi,,,A3,,,1/2015,4/5 doors,07/2025,,,114 g/km,Metallic,EUR,Heated front seats; Automatic A/C; Rain sensor; Light sensor; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; Automatic parking brake; On-board computer; Start-stop system,,Cloth interior,,,4.9 l/100km (combined); 6.1 l/100km (city); 4.3 l/100km ,Sedans / saloons,,Black,5,Automatic,Petrol,,,4x2
678,,,Euro 6,2 993 ccm,,not published by the seller,,100749,294 kW,bmw x7,1,61022242,,,Black interior,47 615 km,BMW,,,X7,,,8/2020,4/5 doors,09/2023,,,186 g/km,Metallic,EUR,Laser headlights; Heated rear seats; Parking assist system self-steering; Digital cockpit; Keyless entry; Smart key; Electric adjustable front seats; Bowers & Wilkins audio; Heated front seats; Active steering,,Full leather interior,,,7.1 l/100km (combined); 7.8 l/100km (city); 6.7 l/100km ,SUV / offroad,,White,6,Automatic,Diesel,,,4x4
679,,,Euro 6d,1 984 ccm,New,not published by the seller,,42949,228 kW,cupra formentor,,61022254,,,Black interior,20 km,Cupra,,,Formentor,,,9/2023,4/5 doors,,,,175 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Panoramic roof; Navigation system,,Part leather interior,,,7.7 l/100km (combined); 8.5 l/100km (city); 8.5 l/100km ,SUV / offroad,,Grey,5,Automatic,Petrol,,,4x4
680,,,Euro 6,1 199 ccm,Used,not published by the seller,,18999,96 kW,citroen c4-spacetourer,,61022227,,,,45 829 km,Citroen,,,C4 SpaceTourer,,,6/2018,4/5 doors,,,,115 g/km,,EUR,Keyless ignition; Automatic multi-zone A/C; Navigation system; Traffic sign recognition; Rear parking camera; Automatic lights; Rain sensor; Lane assist; Blind spot assist; Hill-start assist,,,,,4.8 l/100km (combined),MPV,12/2024,Grey,5,Automatic,Petrol,,,4x2
681,,,No emission class,,,not published by the seller,,32349,70 kW,fiat 500,,61022235,Lithium-ion (Li-ion),160000 km,Other interior color,10 km,Fiat,,70 kW,500,,24 kWh,4/2023,2/3 doors,,,,0 g/km,,EUR,Automatic A/C,3 h,Other interior material,30 min,,,Hatchback,,White,4,Automatic,Electric,No,,4x2
682,1645,,Euro 6d-TEMP,1 998 ccm,Used,not published by the seller,,41799,225 kW,bmw m235,,61022228,,,Black interior,29 000 km,BMW,,,M235,,,9/2020,2/3 doors,,Italy,,153 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Harman/Kardon audio; Head-up display; Apple CarPlay; WLAN/Wifi hotspot; Integrated music streaming,,Alcantara interior,,,6.7 l/100km (combined); 6.7 l/100km (city); 6.7 l/100km ,Sedans / saloons,,Grey,5,Automatic,Petrol,,,4x4
683,,,Euro 6d,1 482 ccm,,not published by the seller,,25749,118 kW,hyundai i30,1,61022232,,,Black interior,46 100 km,Hyundai,Mild hybrid,,i30,,,7/2022,4/5 doors,,,,108 g/km,,EUR,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control; Navigation system; Heated steering wheel,,Cloth interior,,,4.7 l/100km (combined); 6.2 l/100km (city); 5 l/100km ,Sedans / saloons,,White,5,Manual,Petrol,No,,4x2
684,,,Euro 6d-TEMP,999 ccm,Used,not published by the seller,,21299,81 kW,skoda kamiq,,61022239,,,Black interior,48 280 km,Skoda,,,Kamiq,,,4/2021,4/5 doors,,,,108 g/km,Metallic,EUR,LED headlights; Digital cockpit; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Navigation system; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning,,Cloth interior,,,4.7 l/100km (combined); 4.9 l/100km (city); 4.9 l/100km ,SUV / offroad,,Black,5,Manual,Petrol,,,4x2
685,1320,,No emission class,999 ccm,Used,not published by the seller,,17349,88 kW,fiat 500x,,61022237,,,Other interior color,32 700 km,Fiat,,,500X,,,2/2022,4/5 doors,,Spain,,133 g/km,,EUR,,,Other interior material,,,6.4 l/100km (combined),SUV / offroad,,,5,Manual,Petrol,,,4x2
686,1390,,Euro 6,1 950 ccm,Demonstration car,not published by the seller,,30399,85 kW,mercedes-benz a-180,,61022222,,,Black interior,72 900 km,Mercedes-Benz,,,A 180,,,5/2021,4/5 doors,,,,132 g/km,Metallic,EUR,Navigation system; Xenon headlights; Leather; Automatic A/C; Rain sensor; Multifunctional steering wheel; Leather steering wheel; On-board computer; Alarm; CD player,,Full leather interior,,,5 l/100km (combined),Hatchback,,Grey,5,Automatic,Diesel,,,4x2
687,,,Euro 6,1 199 ccm,Used,not published by the seller,,16399,74 kW,opel corsa,1,61022226,,,,26 500 km,Opel,,,Corsa,,,8/2020,4/5 doors,,,,98 g/km,,EUR,Bluetooth; Automatic lights; Lane assist; Multifunctional steering wheel; Side mirrors with electic adjustment; USB; Front electric windows; Alloy wheels,,,,,4.3 l/100km (combined),Hatchback,12/2024,Orange,5,Manual,Petrol,,,4x2
688,1266,,Euro 6,999 ccm,Used,not published by the seller,,17949,66 kW,volkswagen polo,,61022230,,,Black interior,25 250 km,Volkswagen,,,Polo,,,1/2021,4/5 doors,,Slovakia,,93 g/km,Metallic,EUR,Adaptive cruise control; Heated front seats; Integrated music streaming; Navigation system; Sport front seats; Bluetooth; Automatic 2-zones air conditioning; Rain sensor; Light sensor; Hill-start assist,,Cloth interior,,,,Sedans / saloons,,Blue,5,Manual,CNG,,,4x2
689,,,,2 488 ccm,New,not published by the seller,,70949,241 kW,mazda cx-60,,61022231,,,,1 km,Mazda,,,CX-60,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Ventilated rear seats; Ventilated front seats; Heated rear seats; Autonomous driving; LED headlights; Keyless entry; Smart key; Front seats with memory; Electric adjustable front seats; Adaptive cruise control,,Full leather interior,,,,SUV / offroad,,White,5,Automatic,Hybrid,,,4x4
690,1600,,Euro 6d-TEMP,1 998 ccm,Used,not published by the seller,,35549,225 kW,bmw 135,,61022233,,,Black interior,57 000 km,BMW,,,135,,,10/2019,4/5 doors,,,,155 g/km,Metallic,EUR,LED headlights; Head-up display; Apple CarPlay; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Bluetooth; Automatic 2-zones air conditioning; Alcantara interior,,Alcantara interior,,,6.8 l/100km (combined); 6.8 l/100km (city); 6.8 l/100km ,Hatchback,,Grey,5,Automatic,Petrol,,,4x4
691,,,Euro 6,1 995 ccm,Used,not published by the seller,,24199,110 kW,ford kuga,,61022236,,,,40 054 km,Ford,,,Kuga,,,10/2020,4/5 doors,,,,111 g/km,,EUR,Keyless ignition; Automatic multi-zone A/C; Voice control; Navigation system; Sport front seats; Rear parking camera; Sport-suspension system; Automatic lights; Rain sensor; Lane assist,,,,,4.4 l/100km (combined); 4.7 l/100km (city); 4.1 l/100km ,SUV / offroad,12/2024,Red,5,Manual,Diesel,,,4x2
692,,,Euro 6,1 499 ccm,,not published by the seller,,21099,75 kW,opel combo,1,61022219,,,Grey interior,78 273 km,Opel,,,Combo,,,9/2019,4/5 doors,,,,110 g/km,Metallic,EUR,Bowers & Wilkins audio; Heated front seats; Apple CarPlay; Android auto; Heated steering wheel; Traffic sign recognition; Bluetooth; Light sensor; Lane assist; Hill-start assist,,Cloth interior,,,4.2 l/100km (combined); 4.5 l/100km (city); 4 l/100km ,Cargo VAN,,Grey,5,Manual,Diesel,,,4x2
693,,,Euro 6d,1 995 ccm,,not published by the seller,,54149,140 kW,bmw x3,1,61022210,,,Black interior,15 236 km,BMW,Mild hybrid,,X3,,,3/2023,4/5 doors,03/2024,,,155 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Keyless ignition; Voice control,,Other interior material,,,5.9 l/100km (combined),SUV / offroad,,Black,5,Automatic,Diesel,No,,4x4
694,,,No emission class,1 500 ccm,Used,not published by the seller,,27099,82 kW,peugeot 2008,,61022202,,,Other interior color,22 332 km,Peugeot,,,2008,,,6/2022,4/5 doors,,,,0 g/km,,EUR,Keyless entry; Keyless ignition; Navigation system; Automatic A/C; Lane assist; Blind spot assist; Alarm; Fatigue warning system; AUX; Alloy wheels,,Other interior material,,,,SUV / offroad,,,5,Manual,Diesel,,,4x2
695,,72 kW,Euro 6,1 798 ccm,Used,not published by the seller,,27349,90 kW,toyota corolla,,61022218,Lithium-ion (Li-ion),,,39 201 km,Toyota,Full hybrid,53 kW,Corolla,,1 kWh,3/2022,4/5 doors,,,,97 g/km,Metallic,EUR,Adaptive cruise control; Keyless ignition; Automatic multi-zone A/C; Sport front seats; Traffic sign recognition; Rear parking camera; Automatic lights; Lane assist; Hill-start assist; Front collision warning system,,,,,3.6 l/100km (combined),Station Wagon,12/2026,Black,5,Automatic,Hybrid,No,,4x2
696,1490,,Euro 6c,1 461 ccm,Used,not published by the seller,,24199,85 kW,mercedes-benz a-180,,61022200,,,Black interior,74 000 km,Mercedes-Benz,,,A 180,,,1/2019,4/5 doors,,,,111 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Paddle shifters; Bluetooth,,Full leather interior,,,4.2 l/100km (combined),Sedans / saloons,,White,5,Automatic,Diesel,,,4x2
697,1513,,Euro 6d,1 498 ccm,,not published by the seller,,36849,110 kW,cupra formentor,,61022206,,,Black interior,20 km,Cupra,,,Formentor,,,5/2023,4/5 doors,,,,126 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Front seats with memory; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Panoramic roof; Navigation system,,Cloth interior,,,5.5 l/100km (combined); 5.5 l/100km (city); 5.5 l/100km ,SUV / offroad,,Black,5,Automatic,Petrol,,,4x2
698,2664,,Euro 6d,,Demonstration car,not published by the seller,,84849,283 kW,kia ev9,,61022212,,,Other interior color,5 000 km,Kia,,,EV9,,,11/2023,4/5 doors,,Germany,,0 g/km,Metallic,EUR,Driver's seat with massage function; Ventilated front seats; Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Meridian audio; Heated front seats; Head-up display,,Full leather interior,,,0 kWh/100km (combined),SUV / offroad,,Black,6,Automatic,Electric,,,4x4
